ID,LAT,LON,AZI,TYPE,DEPTH,QUALITY,REGIME
wsm41142,-25.682,148.920,59,DIF,1.54,B,U
wsm41143,-30.747,149.843,61,BO,0.44,C,U
wsm41144,-30.747,149.843,55,DIF,0.54,D,U
wsm41145,-30.702,149.588,40,DIF,0.62,D,U
wsm41146,-27.161,150.677,28,BO,0.52,D,U
wsm41147,-19.915,115.251,111,BO,2.88,D,U
wsm41148,-26.352,149.880,60,BO,0.68,D,SS
wsm41149,-26.352,149.880,2,DIF,0.68,D,SS
wsm41150,-28.036,140.236,95,BO,2.61,D,U
wsm41151,-25.956,149.460,999,BO,0.00,E,U
wsm41152,-26.044,149.823,71,DIF,0.37,D,U
wsm41153,-31.048,150.043,55,BO,0.59,C,U
wsm41154,-25.955,148.530,74,BO,1.00,D,U
wsm41155,-25.931,148.898,64,DIF,0.98,B,U
wsm41156,-26.122,149.208,121,DIF,1.14,C,U
wsm41157,-26.122,149.208,119,BO,1.14,D,U
wsm41158,-27.089,150.730,51,BO,0.39,B,U
wsm41159,-27.324,150.910,999,BO,0.00,E,U
wsm41160,-26.808,150.171,38,BO,0.57,D,U
wsm41161,-26.808,150.171,83,DIF,0.57,D,U
wsm41162,-27.091,150.684,130,BO,0.52,D,U
wsm41163,-25.065,149.007,6,BO,1.07,D,U
wsm41164,-27.402,151.020,152,BO,0.44,D,U
wsm41165,-27.402,151.020,130,DIF,0.48,D,U
wsm41166,-26.127,149.104,103,DIF,0.74,C,U
wsm41167,-27.852,139.903,999,BO,0.00,E,U
wsm41168,-25.915,149.703,41,BO,0.32,D,U
wsm41169,-28.503,135.486,94,BO,0.49,C,U
wsm41170,-28.503,135.486,89,DIF,0.55,D,U
wsm41171,-25.183,148.826,999,BO,0.00,E,U
wsm41172,-28.381,135.477,75,DIF,0.32,D,U
wsm41173,-26.229,149.709,91,BO,0.71,D,U
wsm41174,-25.923,150.038,69,BO,1.06,A,U
wsm41175,-25.923,150.038,69,DIF,1.16,C,U
wsm41176,-25.315,149.830,55,BO,1.54,A,U
wsm41177,-33.031,150.662,86,BO,0.76,A,U
wsm41178,-28.381,135.477,76,DIF,0.79,D,U
wsm41179,-21.858,148.523,21,BO,0.56,D,U
wsm41180,-21.858,148.523,28,DIF,0.42,D,U
wsm41181,-25.910,149.540,999,BO,0.00,E,U
wsm41182,-26.117,149.704,999,BO,0.00,E,U
wsm41183,-28.120,142.125,109,DIF,1.59,D,U
wsm41184,-28.120,142.125,104,BO,1.47,D,U
wsm41185,-26.968,150.530,101,DIF,0.50,D,U
wsm41186,-26.968,150.530,45,BO,0.50,D,U
wsm41187,-27.978,142.277,103,BO,1.27,A,U
wsm41188,-27.978,142.277,106,DIF,1.33,D,U
wsm41189,-25.754,149.042,999,BO,0.00,E,U
wsm41190,-21.958,148.153,75,BO,0.78,D,U
wsm41191,-25.735,149.125,999,BO,0.00,E,U
wsm41192,-27.967,142.198,97,BO,1.36,B,U
wsm41193,-27.967,142.198,91,DIF,1.43,C,U
wsm41194,-25.683,149.057,62,DIF,0.72,D,U
wsm41195,-22.100,148.412,32,BO,0.35,C,U
wsm41196,-25.626,148.500,88,BO,0.91,D,U
wsm41197,-28.163,142.144,130,BO,1.41,D,U
wsm41198,-28.042,140.234,96,DIF,2.64,B,SS
wsm41199,-28.042,140.234,93,BO,2.62,D,SS
wsm41200,-26.814,150.709,999,BO,0.00,E,U
wsm41201,-27.149,149.643,25,BO,3.25,C,U
wsm41202,-22.179,148.317,46,DIF,0.56,D,U
wsm41203,-22.179,148.317,42,BO,0.57,D,U
wsm41204,-25.696,148.724,70,DIF,0.75,D,U
wsm41205,-26.898,149.890,53,BO,3.92,C,U
wsm41206,-31.061,136.897,999,BO,0.00,E,U
wsm41207,-34.415,135.855,105,DIF,0.19,D,U
wsm41208,-28.361,140.330,121,BO,2.60,A,U
wsm41209,-34.074,136.312,100,DIF,0.34,D,U
wsm41210,-34.074,136.312,120,BO,0.30,D,U
wsm41211,-25.769,149.648,999,BO,0.00,E,U
wsm41212,-27.751,140.864,92,DIF,3.21,A,U
wsm41213,-27.751,140.864,95,BO,3.19,A,U
wsm41214,-28.576,140.595,88,BO,2.28,B,U
wsm41215,-25.680,148.614,92,BO,0.64,B,U
wsm41216,-27.865,139.900,113,BO,2.99,B,U
wsm41217,-27.865,139.900,112,DIF,3.21,D,U
wsm41218,-25.292,148.928,18,BO,0.73,D,U
wsm41219,-28.278,140.937,82,BO,2.47,A,U
wsm41220,-16.226,135.977,150,BO,1.09,D,U
wsm41221,-16.226,135.977,174,DIF,0.34,D,U
wsm41222,-22.113,148.480,46,BO,0.27,D,U
wsm41223,-22.115,148.481,55,BO,0.35,D,U
wsm41224,-22.223,148.274,44,DIF,0.40,D,U
wsm41225,-26.142,150.018,999,BO,0.00,E,U
wsm41226,-38.254,146.690,83,BO,1.45,D,U
wsm41227,-38.254,146.690,104,DIF,1.15,C,U
wsm41228,-16.772,135.991,9,BO,0.75,C,U
wsm41229,-22.560,148.572,999,BO,0.00,E,U
wsm41230,-21.847,142.375,77,DIF,1.36,B,U
wsm41231,-22.559,148.576,999,BO,0.00,E,U
wsm41232,-16.965,136.315,999,BO,0.00,E,U
wsm41233,-25.715,148.975,76,DIF,1.32,A,U
wsm41234,-31.220,137.494,102,BO,0.98,C,U
wsm41235,-31.220,137.494,92,DIF,0.80,D,U
wsm41236,-21.524,148.136,64,BO,0.35,D,U
wsm41237,-16.965,136.315,52,BO,0.28,D,U
wsm41238,-22.113,148.480,44,BO,0.26,D,U
wsm41239,-21.525,148.126,57,BO,0.25,C,U
wsm41240,-22.140,142.632,80,DIF,1.20,C,U
wsm41241,-22.140,142.632,70,BO,0.69,D,U
wsm41242,-32.949,139.696,100,DIF,0.22,D,U
wsm41243,-27.694,141.064,98,BO,3.35,A,SS
wsm41244,-27.694,141.064,100,DIF,4.08,A,SS
wsm41245,-22.428,142.416,96,BO,1.21,A,U
wsm41246,-26.016,149.915,57,DIF,0.22,D,U
wsm41247,-25.803,148.611,93,DIF,1.01,C,U
wsm41248,-25.803,148.611,95,BO,1.06,D,U
wsm41249,-22.590,148.615,7,BO,0.20,D,U
wsm41250,-25.756,149.725,64,BO,0.32,D,U
wsm41251,-28.167,140.784,94,BO,2.71,A,U
wsm41252,-28.167,140.784,96,DIF,2.81,D,U
wsm41253,-22.213,142.452,84,BO,0.35,C,U
wsm41254,-25.722,149.743,76,BO,0.27,D,U
wsm41255,-22.367,145.867,28,BO,0.58,C,U
wsm41256,-22.367,145.867,15,DIF,0.98,D,U
wsm41257,-31.725,140.528,114,DIF,0.24,D,U
wsm41258,-35.001,138.939,96,BO,0.16,A,U
wsm41259,-24.695,148.889,21,BO,0.30,D,U
wsm41260,-24.695,148.889,14,DIF,0.54,D,U
wsm41261,-22.441,146.009,176,BO,0.77,D,U
wsm41262,-24.474,148.943,31,BO,0.72,D,U
wsm41263,-22.407,146.127,6,DIF,0.71,D,U
wsm41264,-22.407,146.127,10,BO,0.65,D,U
wsm41265,-24.292,148.956,38,BO,0.93,C,U
wsm41266,-36.892,144.799,154,BO,0.22,D,U
wsm41267,-36.892,144.799,146,DIF,0.21,D,U
wsm41268,-28.048,140.235,94,DIF,2.68,B,U
wsm41269,-28.048,140.235,96,BO,2.68,D,U
wsm41270,-31.541,137.525,111,DIF,0.37,D,U
wsm41271,-31.541,137.525,112,BO,0.33,D,U
wsm41272,-31.582,137.564,98,DIF,0.36,D,U
wsm41273,-31.582,137.564,82,BO,0.39,D,U
wsm41274,-31.282,137.370,77,DIF,0.38,D,U
wsm41275,-32.743,136.321,105,DIF,0.35,D,U
wsm41276,-30.519,128.366,84,DIF,0.38,D,U
wsm41277,-30.519,128.366,86,BO,0.38,D,U
wsm41278,-32.952,139.714,999,BO,0.00,E,U
wsm41279,-30.184,137.060,87,BO,0.96,C,U
wsm41280,-30.706,134.531,104,DIF,0.26,E,U
wsm41281,-31.257,144.758,103,BO,1.17,C,TS
wsm41282,-31.257,144.758,99,DIF,1.24,D,TS
wsm41283,-26.316,129.148,80,BO,0.28,D,U
wsm41284,-31.246,143.200,88,BO,1.79,A,TS
wsm41285,-31.246,143.200,96,DIF,1.79,C,TS
wsm41286,-32.656,136.424,86,DIF,0.17,D,U
wsm41287,-32.002,140.749,999,BO,0.00,E,U
wsm41288,-27.829,140.926,88,BO,3.21,A,U
wsm41289,-27.829,140.926,90,DIF,3.28,D,U
wsm41290,-21.000,114.862,107,BO,2.63,B,U
wsm41291,-33.228,151.291,26,BO,0.39,B,U
wsm41292,-26.061,149.226,100,BO,1.01,B,SS
wsm41293,-33.248,151.399,21,BO,0.34,B,U
wsm41294,-26.061,149.226,112,DIF,1.01,C,SS
wsm41295,-33.270,151.342,109,BO,0.37,C,U
wsm41296,-26.289,149.856,66,BO,0.61,C,U
wsm41297,-33.226,151.380,83,BO,0.30,C,U
wsm41298,-33.268,151.356,31,BO,0.34,C,U
wsm41299,-13.502,123.536,69,BO,4.53,D,U
wsm41300,-26.571,150.135,148,BO,0.70,D,U
wsm41301,-28.715,114.266,101,DIF,1.56,D,U
wsm41302,-33.195,151.386,29,BO,0.23,D,U
wsm41303,-33.214,151.381,31,BO,0.29,D,U
wsm41304,-33.252,151.334,170,BO,0.40,D,U
wsm41305,-33.259,151.388,106,BO,0.31,D,U
wsm41306,-33.224,151.378,20,BO,0.27,D,U
wsm41307,-26.597,149.929,67,BO,0.85,D,U
wsm41308,-33.265,151.361,22,BO,0.30,D,U
wsm41309,-33.223,151.403,48,BO,0.28,D,U
wsm41310,-33.278,151.361,171,BO,0.31,D,U
wsm41311,-33.254,151.383,103,BO,0.29,D,U
wsm41312,-33.259,151.382,93,BO,0.31,D,U
wsm41313,-33.222,151.417,19,BO,0.29,D,U
wsm41314,-33.236,151.403,38,BO,0.19,D,U
wsm41315,-33.248,151.366,175,BO,0.34,D,U
wsm41316,-33.251,151.328,121,BO,0.34,D,U
wsm41317,-33.246,151.323,66,BO,0.31,D,U
wsm41318,-33.222,151.397,38,BO,0.27,D,U
wsm41319,-33.253,151.370,21,BO,0.31,D,U
wsm41320,-27.063,150.183,32,BO,0.55,D,U
wsm41321,-33.253,151.361,21,BO,0.38,D,U
wsm41322,-33.214,151.409,41,BO,0.22,D,U
wsm41323,-33.269,151.367,6,BO,0.24,D,U
wsm41324,-33.214,151.371,67,BO,0.32,D,U
wsm41325,-33.259,151.353,158,BO,0.44,D,U
wsm41326,-33.259,151.377,166,BO,0.16,D,U
wsm41327,-33.267,151.383,106,BO,0.34,E,U
wsm41328,-33.258,151.360,169,BO,0.38,D,U
wsm41329,-33.231,151.393,170,BO,0.28,D,U
wsm41330,-33.222,151.392,31,BO,0.24,D,U
wsm41331,-33.240,151.382,12,BO,0.26,D,U
wsm41332,-26.512,149.937,97,BO,0.76,D,U
wsm41333,-26.623,149.761,1,BO,0.59,D,U
wsm41334,-29.024,114.625,94,BO,1.98,D,U
wsm41335,-26.394,149.508,52,BO,0.84,D,U
wsm41336,-13.502,123.536,63,DIF,4.52,D,U
wsm41337,-33.215,151.399,24,BO,0.23,D,U
wsm41338,-26.232,149.568,71,DIF,0.65,D,U
wsm41339,-33.184,151.395,45,BO,0.36,D,U
wsm41340,-33.250,151.309,118,BO,0.24,D,U
wsm41341,-33.241,151.375,23,BO,0.24,D,U
wsm41342,-33.215,151.355,96,BO,0.46,D,U
wsm41343,-33.218,151.371,11,BO,0.16,E,U
wsm41344,-29.450,114.870,91,DIF,1.50,D,U
wsm41345,-21.000,114.862,101,DIF,2.67,D,U
wsm41346,-29.024,114.625,89,DIF,1.51,D,U
wsm41347,-33.253,151.402,45,BO,0.29,D,U
wsm41348,-33.218,151.393,17,BO,0.25,D,U
wsm41349,-33.214,151.387,29,BO,0.29,D,U
wsm41350,-33.247,151.401,33,BO,0.26,D,U
wsm41351,-33.232,151.376,30,BO,0.24,D,U
wsm41352,-33.210,151.395,52,BO,0.28,D,U
wsm41353,-33.210,151.389,45,BO,0.21,D,U
wsm41354,-33.240,151.340,113,BO,0.54,D,U
wsm41355,-26.232,149.568,106,BO,0.65,D,U
wsm41356,-26.289,149.856,14,DIF,0.61,D,U
wsm41357,-33.254,151.393,17,BO,0.30,D,U
wsm41358,-21.506,114.141,107,DIF,1.35,D,U
wsm41359,-19.965,115.216,117,BO,3.48,D,U
wsm41360,-26.394,149.508,91,DIF,0.84,D,U
wsm41361,-33.237,151.393,26,BO,0.20,D,U
wsm41362,-33.264,151.383,10,BO,0.25,D,U
wsm41363,-26.467,149.729,116,BO,0.64,D,U
wsm41364,-26.571,150.135,42,DIF,0.70,D,U
wsm41365,-29.216,115.096,64,BO,2.23,C,U
wsm41395,-21.889,113.701,55,FMS,21.60,C,SS
wsm41396,-29.400,114.102,999,FMS,10.00,E,U
wsm41397,-24.860,112.757,999,FMS,0.00,E,U
wsm41398,-21.676,113.446,130,FMS,22.40,C,NF
wsm41399,-23.737,114.959,145,FMS,15.00,C,SS
wsm41400,-25.032,117.440,48,FMS,5.50,C,TF
wsm41401,-25.061,117.556,158,FMS,1.50,C,SS
wsm41402,-24.433,116.413,160,FMS,5.00,C,NF
wsm41403,-22.269,113.904,91,FMS,26.10,C,NF
wsm41404,-25.188,117.411,77,FMS,14.10,C,SS
wsm41405,-25.085,117.473,21,FMS,10.00,C,SS
wsm41406,-25.967,113.276,157,FMS,18.50,C,TF
wsm41408,-20.042,116.482,38,FMS,13.60,C,TF
wsm41409,-28.741,112.923,175,FMS,15.00,C,TF
wsm41410,-25.535,113.319,72,FMS,0.00,C,TF
wsm41411,-22.145,115.369,999,FMS,5.70,E,U
wsm41412,-28.430,113.824,999,FMS,16.60,E,U
wsm41413,-23.774,114.667,124,FMS,18.70,C,SS
wsm41414,-23.842,114.861,75,FMS,15.00,C,SS
wsm41415,-23.833,114.933,128,FMS,0.00,C,SS
wsm41416,-23.219,115.047,999,FMS,10.00,E,U
wsm41417,-26.650,117.069,118,FMS,2.50,C,SS
wsm41418,-29.990,115.739,168,FMS,10.00,D,TF
wsm41419,-22.683,113.872,117,FMS,7.20,C,NS
wsm41420,-26.693,112.770,95,FMS,10.00,C,TF
wsm41421,-27.666,112.332,76,FMS,17.70,C,SS
wsm41432,-30.798,121.485,178,FMS,3.00,E,NF
wsm41487,-30.679,121.187,102,FMS,0.00,C,TF
wsm41489,-30.951,121.147,163,FMS,4.00,E,NF
wsm41627,-31.334,138.699,14,FMS,20.89,D,TS
wsm41628,-32.882,138.264,79,FMS,17.91,D,TF
wsm41629,-31.073,138.684,140,FMS,14.11,D,SS
wsm41630,-33.114,138.817,126,FMS,1.06,D,TF
wsm41631,-33.250,138.255,999,FMS,9.10,E,U
wsm41632,-31.947,138.751,999,FMS,16.04,E,U
wsm41633,-33.070,138.312,124,FMS,12.65,D,SS
wsm41634,-32.008,138.476,40,FMS,17.36,D,NF
wsm41635,-33.250,138.614,999,FMS,9.06,E,U
wsm41636,-31.638,138.666,115,FMS,8.61,D,TF
wsm41637,-33.147,138.308,999,FMS,9.93,E,U
wsm41638,-31.657,138.732,159,FMS,17.99,C,NF
wsm41639,-31.588,138.700,999,FMS,15.20,E,U
wsm41640,-33.504,138.618,39,FMS,7.71,D,TF
wsm41641,-32.794,138.347,10,FMS,12.38,D,TF
wsm41642,-32.639,138.542,81,FMS,8.37,D,SS
wsm41643,-32.777,138.256,64,FMS,9.76,D,NF
wsm41644,-32.867,138.264,177,FMS,0.00,D,TS
wsm41645,-32.149,138.444,153,FMS,6.51,D,TS
wsm41646,-32.594,138.478,39,FMS,10.14,D,NF
wsm41647,-32.707,138.086,999,FMS,10.88,E,U
wsm41648,-31.453,139.215,51,FMS,5.74,D,TF
wsm41649,-31.138,138.659,999,FMS,14.51,E,U
wsm41650,-32.206,138.409,78,FMS,15.84,D,NS
wsm41651,-32.989,138.176,56,FMS,9.72,D,TS
wsm41652,-32.134,138.245,99,FMS,16.33,C,TS
wsm41653,-32.013,138.733,999,FMS,15.95,E,U
wsm41654,-31.406,139.020,65,FMS,11.87,D,TF
wsm41655,-32.059,138.053,88,FMS,6.36,D,TF
wsm41656,-32.829,138.272,107,FMS,0.81,D,SS
wsm41657,-34.344,139.166,93,FMS,14.68,C,NF
wsm41658,-32.264,138.260,82,FMS,8.93,D,TF
wsm41659,-33.449,138.272,142,FMS,20.39,C,TF
wsm41660,-32.665,138.476,136,FMS,6.28,D,TF
wsm41661,-32.303,138.313,999,FMS,14.07,E,U
wsm41662,-32.972,138.662,149,FMS,1.34,D,TS
wsm41663,-31.547,138.587,999,FMS,10.82,E,U
wsm41664,-32.671,137.997,150,FMS,12.44,D,SS
wsm41665,-31.099,138.472,167,FMS,7.18,D,TF
wsm41666,-32.615,138.564,116,FMS,1.63,D,SS
wsm41667,-31.726,138.696,157,FMS,21.77,D,NF
wsm41668,-32.502,138.384,72,FMS,13.93,D,SS
wsm41669,-31.000,138.554,999,FMS,10.83,E,U
wsm41670,-32.394,139.042,176,FMS,3.92,D,TF
wsm41671,-32.365,138.113,49,FMS,16.95,C,SS
wsm41672,-32.325,138.199,999,FMS,17.39,E,U
wsm41673,-32.345,138.722,58,FMS,10.44,C,TF
wsm41674,-32.027,138.718,7,FMS,12.82,D,SS
wsm41675,-33.089,138.580,45,FMS,8.48,D,TS
wsm41676,-32.292,138.846,124,FMS,0.90,D,SS
wsm41677,-31.030,139.117,49,FMS,35.04,C,TS
wsm41678,-32.295,138.144,115,FMS,16.21,D,NS
wsm41679,-32.631,138.751,157,FMS,2.65,D,TF
wsm41680,-31.528,138.910,93,FMS,14.20,D,SS
wsm41681,-32.393,138.883,55,FMS,11.24,D,SS
wsm41682,-32.395,138.875,59,FMS,0.00,D,SS
wsm41683,-31.463,138.655,999,FMS,11.49,E,U
wsm41684,-33.230,138.252,141,FMS,1.72,D,NF
wsm41685,-32.877,138.274,145,FMS,4.88,D,SS
wsm41686,-32.308,138.560,24,FMS,20.27,D,TS
wsm41687,-32.522,138.363,999,FMS,13.12,E,U
wsm41688,-30.986,138.550,13,FMS,0.00,D,SS
wsm41689,-31.400,138.653,999,FMS,1.37,E,U
wsm41690,-31.984,138.630,153,FMS,0.00,D,SS
wsm41691,-31.710,138.760,131,FMS,12.06,D,TF
wsm42161,-32.270,143.306,86,DIF,1.88,D,U
wsm42162,-38.531,142.812,144,BO,1.39,A,U
wsm42163,-37.580,140.998,132,BO,3.28,B,U
wsm42164,-37.580,140.998,132,DIF,3.37,B,U
wsm42165,-38.579,142.728,134,BO,1.43,A,U
wsm42166,-38.579,142.728,130,BO,1.75,B,U
wsm42167,-38.720,142.661,130,BO,1.84,A,U
wsm42168,-38.550,142.978,141,BO,1.44,A,U
wsm42169,-38.550,142.978,138,DIF,1.44,D,U
wsm42170,-26.368,149.111,999,BO,0.00,E,U
wsm42171,-26.413,149.020,45,DIF,0.44,D,U
wsm42172,-38.302,148.707,124,BO,3.32,D,U
wsm42173,-38.302,148.707,146,BO,4.03,D,U
wsm42174,-38.302,148.707,999,BO,0.00,E,U
wsm42175,-38.303,148.707,96,BO,3.51,D,U
wsm42176,-38.322,148.732,999,BO,0.00,E,U
wsm42177,-38.111,148.255,136,BO,2.32,C,U
wsm42178,-38.111,148.255,139,DIF,2.05,D,U
wsm42179,-38.278,148.716,112,BO,3.05,D,U
wsm42180,-38.278,148.716,96,DIF,3.05,D,U
wsm42181,-38.214,148.591,157,BO,2.86,B,U
wsm42182,-38.214,148.591,124,DIF,2.81,D,U
wsm42448,-27.054,125.157,73,BOC,1.09,D,U
wsm42449,-30.656,129.983,110,BO,1.22,B,U
wsm42450,-30.656,129.983,95,DIF,0.86,D,U
